Trap_Number,Year,Month,Range_Begin,Range_End,Collection_Date,Group,Biomass,Biomass_Total,Percent_Biomass,Individual_Count,Count_Total
4,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.06,4.52,1.33,48,1469
4,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,1.06,4.52,23.45,213,1469
4,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.23,4.52,5.09,143,1469
5,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,4.33,25.16,17.21,1019,5510
5,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,13.94,25.16,55.41,3666,5510
5,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,4.91,25.16,19.52,223,5510
5,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.31,25.16,1.23,122,5510
5,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,0.99,25.16,3.93,171,5510
5,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.68,25.16,2.7,309,5510
6,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,9.78,33.66,29.06,2146,7088
6,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,12.77,33.66,37.94,3417,7088
6,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,7.2,33.66,21.39,743,7088
6,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,1.75,33.66,5.2,432,7088
6,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,1.28,33.66,3.8,167,7088
6,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.88,33.66,2.61,183,7088
7,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,0.7,2.47,28.34,121,519
7,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,0.62,2.47,25.1,196,519
7,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,0.67,2.47,27.13,36,519
7,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.17,2.47,6.88,69,519
7,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,0.19,2.47,7.69,18,519
7,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.12,2.47,4.86,79,519
8,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,1.41,4.27,33.02,152,1322
8,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,1.39,4.27,32.55,681,1322
8,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,0.36,4.27,8.43,25,1322
8,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.09,4.27,2.11,52,1322
8,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,0.85,4.27,19.91,309,1322
8,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.17,4.27,3.98,103,1322
9,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,5.57,19.07,29.21,933,4006
9,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,4.02,19.07,21.08,1526,4006
9,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,2.89,19.07,15.15,164,4006
9,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.22,19.07,1.15,65,4006
9,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,5.56,19.07,29.16,1017,4006
9,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.81,19.07,4.25,301,4006
11,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,0.12,2.39,5.02,92,1085
11,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,0.89,2.39,37.24,374,1085
11,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,0.4,2.39,16.74,19,1085
11,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.17,2.39,7.11,94,1085
11,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,0.11,2.39,4.6,42,1085
11,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.7,2.39,29.29,464,1085
12,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,3.11,8.15,38.16,877,2173
12,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,1.53,8.15,18.77,890,2173
12,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,0.99,8.15,12.15,85,2173
12,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.25,8.15,3.07,115,2173
12,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,1.43,8.15,17.55,60,2173
12,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.84,8.15,10.31,146,2173
13,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,4.89,20.53,23.82,827,3149
13,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,5.87,20.53,28.59,1103,3149
13,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,5.83,20.53,28.4,659,3149
13,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.25,20.53,1.22,98,3149
13,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,1.22,20.53,5.94,252,3149
13,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,2.47,20.53,12.03,210,3149
14,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,0.88,7.14,12.32,198,1603
14,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,2.91,7.14,40.76,1073,1603
14,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,2.19,7.14,30.67,33,1603
14,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.17,7.14,2.38,41,1603
14,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,0.25,7.14,3.5,36,1603
14,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.74,7.14,10.36,222,1603
15,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,2.78,11.65,23.86,363,1957
15,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,5.22,11.65,44.81,997,1957
15,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,1.45,11.65,12.45,66,1957
15,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.36,11.65,3.09,94,1957
15,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,0.75,11.65,6.44,80,1957
15,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,1.09,11.65,9.36,357,1957
17,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,3.61,10.81,33.4,488,1856
17,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,5.15,10.81,47.64,944,1856
17,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,0.56,10.81,5.18,45,1856
17,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.26,10.81,2.41,128,1856
17,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,0.71,10.81,6.57,68,1856
17,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.52,10.81,4.81,183,1856
18,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,3.76,22.12,17,559,3924
18,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,10.8,22.12,48.82,2766,3924
18,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,3.37,22.12,15.24,114,3924
18,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.18,22.12,0.81,96,3924
18,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,3.04,22.12,13.74,132,3924
18,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.97,22.12,4.39,257,3924
19,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,2.58,18.27,14.12,82,440
19,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,2.84,18.27,15.54,89,440
19,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,11.12,18.27,60.86,135,440
19,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.2,18.27,1.09,47,440
19,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,0.97,18.27,5.31,29,440
19,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.56,18.27,3.07,58,440
20,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hymenoptera,2.79,8.28,33.7,433,2186
20,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Diptera,3.19,8.28,38.53,1210,2186
20,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Lepidoptera,1.23,8.28,14.86,39,2186
20,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Hemiptera,0.32,8.28,3.86,146,2186
20,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Coleoptera,0.49,8.28,5.92,91,2186
20,2021,(June 26 - July 9),2021-06-26,2021-07-09,09/07/2021,Other,0.26,8.28,3.14,267,2186
1,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,0.47,1.29,36.43,55,650
1,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,0.19,1.29,14.73,416,650
1,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,0.44,1.29,34.11,67,650
1,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.02,1.29,1.55,4,650
1,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.09,1.29,6.98,11,650
1,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.08,1.29,6.2,97,650
2,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,0.37,2.92,12.67,110,529
2,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,0.69,2.92,23.63,214,529
2,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,1.27,2.92,43.49,86,529
2,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.12,2.92,4.11,21,529
2,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.31,2.92,10.62,58,529
2,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.16,2.92,5.48,40,529
4,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,0.5,2.8,17.86,72,1087
4,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,0.85,2.8,30.36,688,1087
4,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,0.7,2.8,25,33,1087
4,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.09,2.8,3.21,85,1087
4,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.46,2.8,16.43,139,1087
4,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.2,2.8,7.14,70,1087
5,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,1.59,12.1,13.14,974,4407
5,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,5.68,12.1,46.94,2869,4407
5,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,3.16,12.1,26.12,182,4407
5,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.15,12.1,1.24,63,4407
5,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.97,12.1,8.02,167,4407
5,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.55,12.1,4.55,152,4407
6,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,7.25,28.07,25.83,2516,6057
6,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,9.45,28.07,33.67,2407,6057
6,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,7,28.07,24.94,136,6057
6,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,2.17,28.07,7.73,562,6057
6,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,1.4,28.07,4.99,195,6057
6,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.8,28.07,2.85,241,6057
7,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,0.62,1.77,35.03,108,516
7,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,0.3,1.77,16.95,234,516
7,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,0.44,1.77,24.86,37,516
7,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.06,1.77,3.39,45,516
7,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.18,1.77,10.17,22,516
7,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.17,1.77,9.6,70,516
8,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,0.4,1.8,22.22,91,540
8,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,0.56,1.8,31.11,326,540
8,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,0.44,1.8,24.44,22,540
8,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.09,1.8,5,38,540
8,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.28,1.8,15.56,47,540
8,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.03,1.8,1.67,16,540
9,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,2.19,5.63,38.9,489,1120
9,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,0.93,5.63,16.52,436,1120
9,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,1.16,5.63,20.6,64,1120
9,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.12,5.63,2.13,17,1120
9,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.89,5.63,15.81,29,1120
9,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.34,5.63,6.04,85,1120
11,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,0.06,0.91,6.59,50,485
11,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,0.22,0.91,24.18,205,485
11,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,0.09,0.91,9.89,7,485
11,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.07,0.91,7.69,33,485
11,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.32,0.91,35.16,29,485
11,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.15,0.91,16.48,161,485
13,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,1.75,8.95,19.55,712,2081
13,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,2.63,8.95,29.39,669,2081
13,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,3.14,8.95,35.08,292,2081
13,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.2,8.95,2.23,62,2081
13,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.59,8.95,6.59,89,2081
13,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.64,8.95,7.15,257,2081
14,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,0.2,4.09,4.89,258,1104
14,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,1.9,4.09,46.45,566,1104
14,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,0.61,4.09,14.91,28,1104
14,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.34,4.09,8.31,76,1104
14,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.92,4.09,22.49,19,1104
14,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.12,4.09,2.93,157,1104
15,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,1.93,4.84,39.88,135,712
15,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,1.1,4.84,22.73,417,712
15,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,0.13,4.84,2.69,15,712
15,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.46,4.84,9.5,61,712
15,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,1.12,4.84,23.14,23,712
15,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.1,4.84,2.07,61,712
17,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,1.8,7.36,24.46,388,1385
17,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,3.81,7.36,51.77,576,1385
17,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,0.57,7.36,7.74,38,1385
17,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.37,7.36,5.03,134,1385
17,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.42,7.36,5.71,62,1385
17,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.39,7.36,5.3,187,1385
18,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,2.85,9.93,28.7,372,1856
18,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,4.06,9.93,40.89,1168,1856
18,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,1.31,9.93,13.19,83,1856
18,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.17,9.93,1.71,51,1856
18,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.25,9.93,2.52,61,1856
18,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,1.29,9.93,12.99,121,1856
19,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,5.42,10.83,50.05,316,977
19,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,2.72,10.83,25.12,361,977
19,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,1.25,10.83,11.54,52,977
19,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.31,10.83,2.86,120,977
19,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.42,10.83,3.88,54,977
19,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.71,10.83,6.56,74,977
20,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hymenoptera,1.69,6.18,27.35,478,1636
20,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Diptera,1.7,6.18,27.51,741,1636
20,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Lepidoptera,1.39,6.18,22.49,31,1636
20,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Hemiptera,0.28,6.18,4.53,105,1636
20,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Coleoptera,0.82,6.18,13.27,77,1636
20,2021,(July 10 - 23),2021-07-10,2021-07-23,23/07/2021,Other,0.3,6.18,4.85,204,1636
1,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hymenoptera,0.14,0.59,23.73,31,406
1,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Diptera,0.13,0.59,22.03,311,406
1,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Lepidoptera,0.03,0.59,5.08,4,406
1,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hemiptera,0.01,0.59,1.69,3,406
1,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Coleoptera,0.19,0.59,32.2,5,406
1,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Other,0.09,0.59,15.25,52,406
2,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hymenoptera,0.35,1.26,27.78,86,260
2,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Diptera,0.3,1.26,23.81,119,260
2,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Lepidoptera,0.11,1.26,8.73,9,260
2,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hemiptera,0.03,1.26,2.38,8,260
2,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Coleoptera,0.23,1.26,18.25,10,260
2,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Other,0.24,1.26,19.05,28,260
4,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hymenoptera,0.29,1.28,22.66,77,907
4,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Diptera,0.24,1.28,18.75,592,907
4,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Lepidoptera,0.39,1.28,30.47,22,907
4,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hemiptera,0.07,1.28,5.47,90,907
4,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Coleoptera,0.19,1.28,14.84,76,907
4,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Other,0.1,1.28,7.81,50,907
5,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hymenoptera,1.4,5.14,27.24,2179,4936
5,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Diptera,1.69,5.14,32.88,2463,4936
5,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Lepidoptera,0.97,5.14,18.87,65,4936
5,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hemiptera,0.16,5.14,3.11,52,4936
5,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Coleoptera,0.54,5.14,10.51,60,4936
5,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Other,0.38,5.14,7.39,117,4936
6,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hymenoptera,5.06,14.98,33.78,2067,4645
6,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Diptera,4.8,14.98,32.04,1728,4645
6,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Lepidoptera,0.93,14.98,6.21,107,4645
6,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hemiptera,1.22,14.98,8.14,381,4645
6,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Coleoptera,0.68,14.98,4.54,117,4645
6,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Other,2.29,14.98,15.29,245,4645
7,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hymenoptera,0.33,1.19,27.73,134,733
7,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Diptera,0.24,1.19,20.17,329,733
7,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Lepidoptera,0.13,1.19,10.92,10,733
7,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hemiptera,0.1,1.19,8.4,45,733
7,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Coleoptera,0.11,1.19,9.24,16,733
7,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Other,0.28,1.19,23.53,199,733
8,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hymenoptera,0.3,1.34,22.39,120,696
8,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Diptera,0.61,1.34,45.52,470,696
8,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Lepidoptera,0.08,1.34,5.97,16,696
8,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hemiptera,0.08,1.34,5.97,39,696
8,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Coleoptera,0.13,1.34,9.7,35,696
8,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Other,0.14,1.34,10.45,16,696
9,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hymenoptera,1.33,4.84,27.48,671,1280
9,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Diptera,2.5,4.84,51.65,464,1280
9,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Lepidoptera,0.34,4.84,7.02,33,1280
9,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hemiptera,0.06,4.84,1.24,15,1280
9,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Coleoptera,0.58,4.84,11.98,22,1280
9,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Other,0.03,4.84,0.62,75,1280
11,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hymenoptera,0.01,0.43,2.33,34,484
11,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Diptera,0.13,0.43,30.23,339,484
11,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Lepidoptera,0.05,0.43,11.63,5,484
11,2021,(July 24 - Aug 6),2021-07-24,2021-08-06,06/08/2021,Hemiptera,0.1,0.43,23.26,35,484
